,GDP_YoY
1998-04-01,4.09279008633523
1998-07-01,4.103452727565782
1998-10-01,4.883126568525764
1999-01-01,4.816336792733988
1999-04-01,4.721885912228041
1999-07-01,4.791118246732284
1999-10-01,4.8235742707329665
2000-01-01,4.224744861233032
2000-04-01,5.2444568111355006
2000-07-01,3.9731723525519014
2000-10-01,2.9055943095086967
2001-01-01,2.1975051856706784
2001-04-01,0.9962983270431103
2001-07-01,0.48923629256110157
2001-10-01,0.16731829373148877
2002-01-01,1.3372586567694578
2002-04-01,1.3253787532159889
2002-07-01,2.1465169830615416
2002-10-01,1.9925248221954739
2003-01-01,1.6792570124718242
2003-04-01,1.9550651524723905
2003-07-01,3.2311353875128956
2003-10-01,4.300440651057458
2004-01-01,4.341952085996703
2004-04-01,4.227491217016888
2004-07-01,3.494860356231766
2004-10-01,3.3511049439547858
2005-01-01,3.9088432572524257
2005-04-01,3.6177355801611855
2005-07-01,3.448598847170792
2005-10-01,2.9727366937913002
2006-01-01,3.2131067957182013
2006-04-01,2.9729038556202125
2006-07-01,2.325277937424497
2006-10-01,2.6345603763438197
2007-01-01,1.5767249700146868
2007-04-01,1.9343747200181172
2007-07-01,2.3680360773066234
2007-10-01,2.133364682457861
2008-01-01,1.3924712055185307
2008-04-01,1.3760107660276244
2008-07-01,0.26596727212868654
2008-10-01,-2.5411536884212604
2009-01-01,-3.234227293078318
2009-04-01,-3.9788374053187248
2009-07-01,-3.1328157006863644
2009-10-01,0.10557252348297741
2010-01-01,1.7452658449103264
2010-04-01,2.91359502911801
2010-07-01,3.344209253779229
2010-10-01,2.7759609093124693
2011-01-01,2.037797199613345
2011-04-01,1.7437088645501975
2011-07-01,0.9426534645672335
2011-10-01,1.543075871606514
2012-01-01,2.6380693108862374
2012-04-01,2.403335839137921
2012-07-01,2.5737123144880414
2012-10-01,1.551852007332477
2013-01-01,1.700868485709428
2013-04-01,1.5199382041070075
2013-07-01,2.237022493295515
2013-10-01,3.0091449601746367
2014-01-01,1.6508175559380112
2014-04-01,2.6891521587272926
2014-07-01,3.059782928201682
2014-10-01,2.6858351011456394
2015-01-01,3.9692994988184793
2015-04-01,3.2790878609270546
2015-07-01,2.4473213664345517
2015-10-01,2.119861312664817
2016-01-01,1.7950168913805964
2016-04-01,1.493250832714721
2016-07-01,1.8057615310855146
2016-10-01,2.1815663030564147
2017-01-01,2.0874616941966906
2017-04-01,2.3304137937582903
2017-07-01,2.410821412174591
2017-10-01,2.9941434967617697
2018-01-01,3.328810094759116
2018-04-01,3.2989628465220244
2018-07-01,3.130030640718684
2018-10-01,2.125110751484538
2019-01-01,1.9335587266003706
2019-04-01,2.242125694698238
2019-07-01,2.797216868642849
2019-10-01,3.3517765241980912
2020-01-01,1.2803523711091058
2020-04-01,-7.5023656368046865
2020-07-01,-1.4130616990899902
2020-10-01,-1.0185963149321409
2021-01-01,1.7645426008244813
2021-04-01,12.239255267606008
2021-07-01,4.976584269450757
2021-10-01,5.722678042919083
2022-01-01,4.014891174672086
2022-04-01,2.4789231663651545
2022-07-01,2.296385574228066
2022-10-01,1.3163292014694905
2023-01-01,2.280809081508517
2023-04-01,2.8294617391073418
2023-07-01,3.2363075652528384
2023-10-01,3.1962170406030888
2024-01-01,2.9018317949903505
2024-04-01,3.0368486000836192
2024-07-01,2.7187692444378797
2024-10-01,2.533683788751162
2025-01-01,2.049749832401049
